time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/ent_coef,train/learning_rate,train/n_updates,train/critic_loss,train/actor_loss,train/ent_coef_loss
987,110460,111,330.41217444,126.43,1600,0.033532533794641495,0.0016681005372000592,5022,6.015666961669922,-51.14447021484375,-0.11853265762329102
986,112600,114,332.7216126199999,126.57,1610,0.0350065603852272,0.0016681005372000592,5129,14.886089324951172,-53.9251823425293,-1.9028645753860474
986,112980,114,333.99201239,126.82,1620,0.034924887120723724,0.0016681005372000592,5148,4.761499404907227,-55.97660827636719,-0.44619399309158325
984,115180,116,334.17247561999994,127.01,1630,0.03531509265303612,0.0016681005372000592,5258,8.467323303222656,-58.063663482666016,0.10400241613388062
984,115580,117,335.12079811999996,127.25,1640,0.035454630851745605,0.0016681005372000592,5278,2.36796236038208,-58.224090576171875,2.2236742973327637
983,117680,119,331.05775609000005,126.49,1650,0.036299802362918854,0.0016681005372000592,5383,5.733461380004883,-54.32191848754883,-1.3749710321426392
983,117980,119,326.84085615,125.61,1660,0.03600398823618889,0.0016681005372000592,5398,5.015851974487305,-55.850433349609375,-0.1794629693031311
982,120060,122,323.79892781000007,124.89,1670,0.03465138375759125,0.0016681005372000592,5502,4.359148025512695,-58.37874984741211,1.3734016418457031
982,120440,122,326.86306536999996,125.02,1680,0.03505885601043701,0.0016681005372000592,5521,8.621463775634766,-58.04731750488281,-0.32141610980033875
982,122600,124,326.37247629,124.88,1690,0.035191163420677185,0.0016681005372000592,5629,5.673196315765381,-59.7060546875,2.5877904891967773
982,122840,125,324.2582869,124.16,1700,0.035491496324539185,0.0016681005372000592,5641,13.625650405883789,-58.43896484375,0.6451441049575806
980,124980,127,322.75120301,123.81,1710,0.03804212808609009,0.0016681005372000592,5748,21.13495635986328,-61.062870025634766,1.0467896461486816
980,125240,127,321.98720923999997,123.37,1720,0.038425467908382416,0.0016681005372000592,5761,6.3722100257873535,-59.965484619140625,1.126124620437622
979,127420,130,316.41306711999994,122.14,1730,0.0397963747382164,0.0016681005372000592,5870,23.70008087158203,-61.45995330810547,-0.4560391306877136
979,127700,130,312.20498000999993,121.53,1740,0.039603617042303085,0.0016681005372000592,5884,4.825927734375,-60.93195343017578,0.5599349737167358
979,129800,132,311.10063994,121.08,1750,0.04054608196020126,0.0016681005372000592,5989,11.801966667175293,-61.566627502441406,1.4715451002120972
978,130080,132,310.41577351999996,120.67,1760,0.0413571335375309,0.0016681005372000592,6003,5.808318138122559,-62.98711013793945,0.5369594693183899
978,132040,134,309.85013418,120.24,1770,0.03990117833018303,0.0016681005372000592,6101,3.878544330596924,-64.24139404296875,-1.859973430633545
977,132360,135,304.5674176,119.02,1780,0.039425164461135864,0.0016681005372000592,6117,15.723825454711914,-65.24154663085938,2.005186080932617
976,134280,137,301.41469972999994,118.09,1790,0.0372173897922039,0.0016681005372000592,6213,2.938638687133789,-64.27706909179688,-0.1530950516462326
976,134680,137,299.70273175999995,117.73,1800,0.037275396287441254,0.0016681005372000592,6233,11.673455238342285,-63.390769958496094,3.414154529571533
976,136700,140,299.35151489000003,117.8,1810,0.04034176096320152,0.0016681005372000592,6334,2.0052332878112793,-64.71142578125,-0.5262875556945801
975,137160,140,300.11589404,118.01,1820,0.04074277728796005,0.0016681005372000592,6357,5.776067733764648,-67.4925537109375,0.24761062860488892
975,139160,142,303.25037353999994,118.37,1830,0.04133210703730583,0.0016681005372000592,6457,3.376711368560791,-66.95367431640625,-0.06378498673439026
975,139500,143,304.27318156999996,118.21,1840,0.04156273603439331,0.0016681005372000592,6474,2.0406007766723633,-67.1598892211914,0.015085339546203613
973,141540,145,303.00199534999996,118.19,1850,0.04418828338384628,0.0016681005372000592,6576,3.020900249481201,-69.47782897949219,0.27904757857322693
973,141940,145,302.25699969,118.42,1860,0.04408140853047371,0.0016681005372000592,6596,3.955946922302246,-68.05764770507812,-0.4140760600566864
971,144020,148,302.88723372,118.96,1870,0.042162682861089706,0.0016681005372000592,6700,12.176448822021484,-68.54835510253906,1.2821226119995117
971,144520,148,305.95396931,120.16,1880,0.04231271147727966,0.0016681005372000592,6725,13.529937744140625,-69.30864715576172,-0.5359088182449341
971,146500,150,308.01381094000004,120.68,1890,0.03982532396912575,0.0016681005372000592,6824,2.964946985244751,-71.81358337402344,-1.9122183322906494
971,147040,151,311.75604623,121.61,1900,0.03930899500846863,0.0016681005372000592,6851,15.876969337463379,-68.1590347290039,1.5966001749038696
970,149020,153,315.38987749000006,122.32,1910,0.03987504541873932,0.0016681005372000592,6950,47.99024200439453,-70.83149719238281,2.852560043334961
970,149580,154,316.29603737,122.84,1920,0.04196096584200859,0.0016681005372000592,6978,4.309547424316406,-75.22823333740234,0.6997324228286743
970,151620,156,316.51269159,122.98,1930,0.04040501266717911,0.0016681005372000592,7080,27.64215660095215,-72.53865051269531,1.3105130195617676
970,152020,156,319.80078268,123.43,1940,0.04088159278035164,0.0016681005372000592,7100,4.625761985778809,-75.02546691894531,2.2921414375305176
970,154180,158,324.47507191,124.09,1950,0.04011661931872368,0.0016681005372000592,7208,4.179147720336914,-75.58824920654297,0.5243068933486938
970,154600,159,328.49476654,124.67,1960,0.040841300040483475,0.0016681005372000592,7229,6.296586990356445,-76.56963348388672,0.37586331367492676
970,156720,161,333.20965845,125.51,1970,0.04087070748209953,0.0016681005372000592,7335,6.4213457107543945,-76.92047882080078,-1.7829499244689941
969,157200,162,337.11316923,126.25,1980,0.04053641855716705,0.0016681005372000592,7359,28.669492721557617,-74.68807220458984,1.7331736087799072
969,159180,164,335.51490847,125.8,1990,0.04650917276740074,0.0016681005372000592,7458,4.060760021209717,-75.5086669921875,-0.10393930971622467
968,159780,164,337.21059731,126.19,2000,0.046455103904008865,0.0016681005372000592,7488,2.7848148345947266,-76.9937515258789,-0.030284732580184937
968,161760,166,335.04894293999996,125.66,2010,0.045029718428850174,0.0016681005372000592,7587,11.665000915527344,-76.46902465820312,1.570216417312622
968,162400,167,336.02897854,125.9,2020,0.0448971651494503,0.0016681005372000592,7619,6.530627250671387,-80.12750244140625,-0.31082355976104736
968,164260,169,336.34870528000005,125.91,2030,0.04339677467942238,0.0016681005372000592,7712,5.447055816650391,-78.09710693359375,0.6499029397964478
967,164940,170,335.58154339,125.87,2040,0.04251347482204437,0.0016681005372000592,7746,17.659076690673828,-79.65191650390625,2.993743896484375
966,166820,172,335.27759846000004,126.14,2050,0.045062657445669174,0.0016681005372000592,7840,6.953802108764648,-80.17835998535156,2.177856922149658
966,167440,173,332.29102563999993,125.86,2060,0.04519802704453468,0.0016681005372000592,7871,7.465590000152588,-80.81455993652344,0.6547167301177979
965,169280,175,327.55524112,124.92,2070,0.04551553353667259,0.0016681005372000592,7963,2.6284542083740234,-82.5360107421875,0.08808369934558868
966,169980,175,323.73501031999996,124.13,2080,0.04551776871085167,0.0016681005372000592,7998,4.098434925079346,-82.04180908203125,-1.0574605464935303
965,171660,177,326.30440806999997,124.98,2090,0.045683011412620544,0.0016681005372000592,8082,3.291861057281494,-83.98307800292969,0.3216021656990051
965,172500,178,323.45787639,124.39,2100,0.04681580513715744,0.0016681005372000592,8124,5.964437961578369,-82.5272216796875,-0.14526152610778809
964,174100,180,325.21207709,124.65,2110,0.04835905507206917,0.0016681005372000592,8204,7.744375228881836,-81.01394653320312,2.070155620574951
964,175060,181,324.4258562499999,124.01,2120,0.04989279806613922,0.0016681005372000592,8252,12.250969886779785,-84.25071716308594,0.3152497410774231
963,176620,183,327.61463690999994,124.61,2130,0.05243716761469841,0.0016681005372000592,8330,2.4484357833862305,-84.4232177734375,-1.5836329460144043
963,177540,184,326.58496207,124.54,2140,0.050537314265966415,0.0016681005372000592,8376,4.101266860961914,-83.28456115722656,-0.9950401782989502
963,179040,185,325.94859268,124.21,2150,0.051312655210494995,0.0016681005372000592,8451,11.961807250976562,-85.40404510498047,0.4014767110347748
963,180160,187,330.16598340999997,124.44,2160,0.04975679889321327,0.0016681005372000592,8507,10.245610237121582,-85.06845092773438,-1.4997365474700928
962,181580,188,333.37238443,125.14,2170,0.05062343180179596,0.0016681005372000592,8578,51.884117126464844,-85.70101928710938,0.28491050004959106
962,182680,189,336.38441492,125.8,2180,0.05156911537051201,0.0016681005372000592,8633,13.726835250854492,-87.50758361816406,1.5844508409500122
