time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,train/critic_loss,train/learning_rate,train/ent_coef,train/ent_coef_loss,train/actor_loss,train/n_updates
1071,90720,87.67,84,188.39632327000004,1700,17.002674102783203,0.00021544346900318823,0.4392002820968628,-2.987234354019165,-49.23609161376953,4035
1069,91540,87.82,85,189.1121703,1710,4.238007545471191,0.00021544346900318823,0.4356239438056946,-3.0420241355895996,-50.3903923034668,4076
1067,92540,88.14,86,190.38683811999996,1720,4.8361992835998535,0.00021544346900318823,0.43127700686454773,-3.117859363555908,-50.09839630126953,4126
1067,93380,88.67,87,191.5013468,1730,22.40163803100586,0.00021544346900318823,0.42771339416503906,-3.1154627799987793,-50.90278625488281,4168
1064,94280,88.64,88,191.50893091,1740,12.570792198181152,0.00021544346900318823,0.42395302653312683,-2.7909488677978516,-50.719818115234375,4213
1063,95140,88.83,89,191.88061967,1750,6.646477222442627,0.00021544346900318823,0.42035993933677673,-2.915790557861328,-51.75083923339844,4256
1061,96140,89.05,90,192.43027404999998,1760,12.165155410766602,0.00021544346900318823,0.41621020436286926,-3.0788121223449707,-52.11573028564453,4306
1060,96880,89.29,91,193.30829495,1770,18.187421798706055,0.00021544346900318823,0.41318467259407043,-3.1016931533813477,-51.27656555175781,4343
1057,98060,89.64,92,194.46447116,1780,12.303285598754883,0.00021544346900318823,0.40837132930755615,-3.046386480331421,-51.55621337890625,4402
1056,98720,89.98,93,195.65756166000006,1790,20.009380340576172,0.00021544346900318823,0.40569189190864563,-3.170848846435547,-53.929141998291016,4435
1054,99880,90.35,94,196.93869488,1800,5.4852118492126465,0.00021544346900318823,0.40107443928718567,-3.134016752243042,-53.38115692138672,4493
1054,100520,90.52,95,197.71714118999998,1810,18.022239685058594,0.00021544346900318823,0.3985483646392822,-3.2827935218811035,-54.62029266357422,4525
1052,101720,90.47,96,197.25032611000006,1820,7.147992134094238,0.00021544346900318823,0.393805593252182,-3.456902027130127,-54.273780822753906,4585
1051,102300,90.7,97,198.64248267999994,1830,7.100844860076904,0.00021544346900318823,0.391522616147995,-3.449540376663208,-55.12109375,4614
1049,103620,91.54,98,201.02831608999998,1840,15.437967300415039,0.00021544346900318823,0.3864644169807434,-3.4199581146240234,-55.13886260986328,4680
1048,104280,92.32,99,203.46361888000004,1850,8.276100158691406,0.00021544346900318823,0.38390839099884033,-3.476247787475586,-56.402645111083984,4713
1047,105540,93.1,100,205.83982393,1860,25.991228103637695,0.00021544346900318823,0.3791063129901886,-3.5073671340942383,-56.14098358154297,4776
1046,106260,94.0,101,208.3806358,1870,29.274890899658203,0.00021544346900318823,0.3763478696346283,-3.604872226715088,-56.5169792175293,4812
1044,107560,94.47,102,209.96938538999999,1880,6.008912086486816,0.00021544346900318823,0.371499240398407,-3.2377405166625977,-57.12979507446289,4877
1042,108160,95.06,103,212.00316802999998,1890,3.7410879135131836,0.00021544346900318823,0.3693220019340515,-3.4666645526885986,-58.18374252319336,4907
1041,109600,95.6,105,213.86809527000003,1900,7.0643157958984375,0.00021544346900318823,0.364020973443985,-3.430605411529541,-58.87046813964844,4979
1040,110200,96.62,105,217.37843016,1910,23.99633026123047,0.00021544346900318823,0.3618437647819519,-3.3291170597076416,-57.61328125,5009
1038,111580,97.67,107,220.90789408,1920,14.8574800491333,0.00021544346900318823,0.35688477754592896,-3.424170732498169,-59.91310119628906,5078
1037,112380,99.05,108,225.1352258,1930,9.632988929748535,0.00021544346900318823,0.35403621196746826,-3.5041561126708984,-59.82501220703125,5118
1036,113600,100.01,109,228.59864326,1940,3.9597461223602295,0.00021544346900318823,0.3497820794582367,-3.6664655208587646,-61.33690643310547,5179
1035,114620,100.87,110,231.61343607000003,1950,4.319149494171143,0.00021544346900318823,0.34622707962989807,-3.646895408630371,-60.79511642456055,5230
1034,115820,102.38,111,237.48994197999997,1960,19.573400497436523,0.00021544346900318823,0.34210649132728577,-3.613600015640259,-60.40503692626953,5290
1033,116800,103.68,112,242.22748679,1970,16.45303726196289,0.00021544346900318823,0.3388296961784363,-3.424388885498047,-62.73395538330078,5339
1032,118120,105.63,114,248.02187278000002,1980,18.32951545715332,0.00021544346900318823,0.3344757556915283,-3.4772844314575195,-63.18650817871094,5405
1031,119120,107.11,115,252.33512514999998,1990,26.32402229309082,0.00021544346900318823,0.33117955923080444,-3.456852912902832,-62.78132629394531,5455
1029,120340,108.89,116,257.80763959999996,2000,24.261951446533203,0.00021544346900318823,0.32716792821884155,-3.494462490081787,-62.931884765625,5516
1028,121480,110.69,118,263.22408547000003,2010,11.006893157958984,0.00021544346900318823,0.3235401213169098,-3.67569637298584,-64.13481903076172,5573
1026,122960,112.72,119,270.52632968,2020,10.55943489074707,0.00021544346900318823,0.318837434053421,-3.53592848777771,-65.02814483642578,5647
1026,124140,114.41,120,275.0527347600001,2030,14.725401878356934,0.00021544346900318823,0.3151557743549347,-3.8282089233398438,-64.65640258789062,5706
1025,125320,115.87,122,279.63008130000003,2040,4.741159915924072,0.00021544346900318823,0.31148698925971985,-3.6451539993286133,-64.89883422851562,5765
1024,126600,117.54,123,284.23543034,2050,18.79629135131836,0.00021544346900318823,0.307608038187027,-3.6992080211639404,-67.6612319946289,5829
1023,127800,118.44,124,286.67586919999997,2060,6.711119174957275,0.00021544346900318823,0.3040134608745575,-3.786966323852539,-65.72084045410156,5889
1022,129340,119.77,126,290.72698334999995,2070,15.666423797607422,0.00021544346900318823,0.2994566559791565,-3.8509833812713623,-68.7337646484375,5966
1021,130280,121.41,127,295.9972536,2080,5.748247146606445,0.00021544346900318823,0.29671820998191833,-3.2952380180358887,-68.85530090332031,6013
1020,132040,122.51,129,299.12555467000004,2090,41.99366760253906,0.00021544346900318823,0.29164236783981323,-3.8019473552703857,-68.8128662109375,6101
1019,132820,123.83,130,302.24179198,2100,6.819994926452637,0.00021544346900318823,0.2894114851951599,-3.8264198303222656,-69.73219299316406,6140
1018,134400,124.6,131,304.3101050099999,2110,13.873855590820312,0.00021544346900318823,0.2850174605846405,-3.5796494483947754,-70.46044158935547,6219
1018,135560,125.37,133,304.55085252,2120,23.740314483642578,0.00021544346900318823,0.2818582057952881,-3.6541495323181152,-70.18592834472656,6277
1016,136960,126.15,134,306.46281349,2130,9.559120178222656,0.00021544346900318823,0.2780652642250061,-3.66756010055542,-72.50237274169922,6347
1014,138360,128.09,136,310.42871073,2140,26.126352310180664,0.00021544346900318823,0.2743324339389801,-3.492480516433716,-72.59187316894531,6417
1013,139720,129.93,137,314.05053832,2150,23.233108520507812,0.00021544346900318823,0.2708112597465515,-3.957181930541992,-74.18939208984375,6485
1013,141040,130.56,139,314.55680092999995,2160,39.397403717041016,0.00021544346900318823,0.26739761233329773,-3.5815396308898926,-73.61277770996094,6551
1012,142160,131.57,140,316.43033323000003,2170,11.858396530151367,0.00021544346900318823,0.26454079151153564,-3.950214385986328,-74.39762115478516,6607
1011,143620,131.52,142,315.79545392000006,2180,13.911205291748047,0.00021544346900318823,0.26084935665130615,-3.6372134685516357,-73.947021484375,6680
1010,144620,132.16,143,317.32266503000005,2190,4.150708198547363,0.00021544346900318823,0.25833752751350403,-3.992136001586914,-77.0178451538086,6730
1009,146340,132.23,144,316.92693406000006,2200,8.216805458068848,0.00021544346900318823,0.2541508674621582,-3.7831907272338867,-76.59332275390625,6816
1008,147640,132.97,146,318.35111024,2210,16.013259887695312,0.00021544346900318823,0.25099173188209534,-3.718097686767578,-76.29434204101562,6881
1006,148860,133.44,147,320.06919159,2220,10.601628303527832,0.00021544346900318823,0.24806173145771027,-4.00368070602417,-76.50367736816406,6942
1006,150180,133.63,149,320.19875755000004,2230,5.06445837020874,0.00021544346900318823,0.2449297457933426,-4.01039457321167,-76.33819580078125,7008
1006,151480,132.74,150,318.3449941,2240,11.553719520568848,0.00021544346900318823,0.24191132187843323,-3.8142008781433105,-79.03885650634766,7073
1005,152780,132.32,152,317.81297238999997,2250,35.54104995727539,0.00021544346900318823,0.23900224268436432,-3.9295082092285156,-77.68704223632812,7138
